,State_Name,District_Name,YEAR,Season,Crop,Area,Production,SUBDIVISION,ANNUAL
89,Karnataka,HASSAN,1997,Kharif     ,Maize,4808.0,13259.0,SOUTH INTERIOR KARNATAKA,1180.0
90,Karnataka,HASSAN,1997,Kharif     ,Paddy,53948.0,220500.0,SOUTH INTERIOR KARNATAKA,1180.0
91,Karnataka,HASSAN,1997,Kharif     ,Ragi,106980.0,143458.0,SOUTH INTERIOR KARNATAKA,1180.0
92,Karnataka,HASSAN,1997,Kharif     ,Rice,53948.0,147084.0,SOUTH INTERIOR KARNATAKA,1180.0
93,Karnataka,HASSAN,1997,Rabi       ,Dry chillies,90.0,278.0,SOUTH INTERIOR KARNATAKA,1180.0
94,Karnataka,HASSAN,1997,Rabi       ,Groundnut,2722.0,2488.0,SOUTH INTERIOR KARNATAKA,1180.0
95,Karnataka,HASSAN,1997,Rabi       ,Horse-gram,25411.0,18636.0,SOUTH INTERIOR KARNATAKA,1180.0
96,Karnataka,HASSAN,1997,Rabi       ,Jowar,1433.0,630.0,SOUTH INTERIOR KARNATAKA,1180.0
97,Karnataka,HASSAN,1997,Rabi       ,Maize,9.0,18.0,SOUTH INTERIOR KARNATAKA,1180.0
98,Karnataka,HASSAN,1997,Rabi       ,Paddy,4744.0,19042.0,SOUTH INTERIOR KARNATAKA,1180.0
99,Karnataka,HASSAN,1997,Rabi       ,Ragi,15851.0,18853.0,SOUTH INTERIOR KARNATAKA,1180.0
100,Karnataka,HASSAN,1997,Rabi       ,Rice,4744.0,12700.0,SOUTH INTERIOR KARNATAKA,1180.0
101,Karnataka,HASSAN,1997,Summer     ,Paddy,8904.0,41677.0,SOUTH INTERIOR KARNATAKA,1180.0
102,Karnataka,HASSAN,1997,Summer     ,Ragi,788.0,1459.0,SOUTH INTERIOR KARNATAKA,1180.0
103,Karnataka,HASSAN,1997,Summer     ,Rice,8904.0,27796.0,SOUTH INTERIOR KARNATAKA,1180.0
104,Karnataka,HASSAN,1997,Whole Year ,Arecanut,1793.0,1752.0,SOUTH INTERIOR KARNATAKA,1180.0
105,Karnataka,HASSAN,1997,Whole Year ,Cardamom,7097.0,344.0,SOUTH INTERIOR KARNATAKA,1180.0
106,Karnataka,HASSAN,1997,Whole Year ,Coriander,251.0,32.0,SOUTH INTERIOR KARNATAKA,1180.0
107,Karnataka,HASSAN,1997,Whole Year ,Garlic,12.0,32.0,SOUTH INTERIOR KARNATAKA,1180.0
108,Karnataka,HASSAN,1997,Whole Year ,Sugarcane,4919.0,495343.0,SOUTH INTERIOR KARNATAKA,1180.0
109,Karnataka,HASSAN,1997,Whole Year ,Turmeric,16.0,89.0,SOUTH INTERIOR KARNATAKA,1180.0
110,Karnataka,KODAGU,1997,Kharif     ,Black pepper,1385.0,393.0,SOUTH INTERIOR KARNATAKA,1180.0
111,Karnataka,KODAGU,1997,Kharif     ,Dry ginger,445.0,575.0,SOUTH INTERIOR KARNATAKA,1180.0
112,Karnataka,KODAGU,1997,Kharif     ,Maize,1510.0,3295.0,SOUTH INTERIOR KARNATAKA,1180.0
113,Karnataka,KODAGU,1997,Kharif     ,Paddy,39414.0,131138.0,SOUTH INTERIOR KARNATAKA,1180.0
114,Karnataka,KODAGU,1997,Kharif     ,Ragi,360.0,470.0,SOUTH INTERIOR KARNATAKA,1180.0
115,Karnataka,KODAGU,1997,Kharif     ,Rice,39414.0,87476.0,SOUTH INTERIOR KARNATAKA,1180.0
116,Karnataka,KODAGU,1997,Rabi       ,Dry chillies,449.0,777.0,SOUTH INTERIOR KARNATAKA,1180.0
117,Karnataka,KODAGU,1997,Rabi       ,Paddy,83.0,269.0,SOUTH INTERIOR KARNATAKA,1180.0
118,Karnataka,KODAGU,1997,Rabi       ,Rice,83.0,180.0,SOUTH INTERIOR KARNATAKA,1180.0
119,Karnataka,KODAGU,1997,Summer     ,Maize,40.0,88.0,SOUTH INTERIOR KARNATAKA,1180.0
120,Karnataka,KODAGU,1997,Summer     ,Paddy,835.0,3568.0,SOUTH INTERIOR KARNATAKA,1180.0
121,Karnataka,KODAGU,1997,Summer     ,Ragi,20.0,37.0,SOUTH INTERIOR KARNATAKA,1180.0
122,Karnataka,KODAGU,1997,Summer     ,Rice,835.0,2380.0,SOUTH INTERIOR KARNATAKA,1180.0
123,Karnataka,KODAGU,1997,Whole Year ,Arecanut,959.0,1342.0,SOUTH INTERIOR KARNATAKA,1180.0
124,Karnataka,KODAGU,1997,Whole Year ,Cardamom,9800.0,611.0,SOUTH INTERIOR KARNATAKA,1180.0
125,Karnataka,KODAGU,1997,Whole Year ,Sugarcane,7.0,658.0,SOUTH INTERIOR KARNATAKA,1180.0
126,Karnataka,KODAGU,1997,Whole Year ,Turmeric,8.0,44.0,SOUTH INTERIOR KARNATAKA,1180.0
127,Karnataka,KOLAR,1997,Kharif     ,Arhar/Tur,9925.0,3432.0,SOUTH INTERIOR KARNATAKA,1180.0
128,Karnataka,KOLAR,1997,Kharif     ,Bajra,119.0,44.0,SOUTH INTERIOR KARNATAKA,1180.0
129,Karnataka,KOLAR,1997,Kharif     ,Dry chillies,1126.0,1558.0,SOUTH INTERIOR KARNATAKA,1180.0
130,Karnataka,KOLAR,1997,Kharif     ,Dry ginger,4.0,5.0,SOUTH INTERIOR KARNATAKA,1180.0
131,Karnataka,KOLAR,1997,Kharif     ,Groundnut,86924.0,68844.0,SOUTH INTERIOR KARNATAKA,1180.0
132,Karnataka,KOLAR,1997,Kharif     ,Horse-gram,7154.0,2433.0,SOUTH INTERIOR KARNATAKA,1180.0
133,Karnataka,KOLAR,1997,Kharif     ,Maize,11503.0,40636.0,SOUTH INTERIOR KARNATAKA,1180.0
134,Karnataka,KOLAR,1997,Kharif     ,Paddy,12130.0,40165.0,SOUTH INTERIOR KARNATAKA,1180.0
135,Karnataka,KOLAR,1997,Kharif     ,Ragi,100225.0,142957.0,SOUTH INTERIOR KARNATAKA,1180.0
136,Karnataka,KOLAR,1997,Kharif     ,Rice,12130.0,26791.0,SOUTH INTERIOR KARNATAKA,1180.0
137,Karnataka,KOLAR,1997,Rabi       ,Dry chillies,165.0,177.0,SOUTH INTERIOR KARNATAKA,1180.0
138,Karnataka,KOLAR,1997,Rabi       ,Groundnut,2622.0,3801.0,SOUTH INTERIOR KARNATAKA,1180.0
139,Karnataka,KOLAR,1997,Rabi       ,Horse-gram,6605.0,3376.0,SOUTH INTERIOR KARNATAKA,1180.0
140,Karnataka,KOLAR,1997,Rabi       ,Maize,239.0,489.0,SOUTH INTERIOR KARNATAKA,1180.0
141,Karnataka,KOLAR,1997,Rabi       ,Paddy,330.0,1070.0,SOUTH INTERIOR KARNATAKA,1180.0
142,Karnataka,KOLAR,1997,Rabi       ,Ragi,187.0,254.0,SOUTH INTERIOR KARNATAKA,1180.0
143,Karnataka,KOLAR,1997,Rabi       ,Rice,330.0,714.0,SOUTH INTERIOR KARNATAKA,1180.0
144,Karnataka,KOLAR,1997,Summer     ,Maize,740.0,1601.0,SOUTH INTERIOR KARNATAKA,1180.0
145,Karnataka,KOLAR,1997,Summer     ,Paddy,7914.0,33073.0,SOUTH INTERIOR KARNATAKA,1180.0
146,Karnataka,KOLAR,1997,Summer     ,Ragi,574.0,1063.0,SOUTH INTERIOR KARNATAKA,1180.0
147,Karnataka,KOLAR,1997,Summer     ,Rice,7914.0,22059.0,SOUTH INTERIOR KARNATAKA,1180.0
148,Karnataka,KOLAR,1997,Whole Year ,Arecanut,111.0,155.0,SOUTH INTERIOR KARNATAKA,1180.0
149,Karnataka,KOLAR,1997,Whole Year ,Coriander,67.0,7.0,SOUTH INTERIOR KARNATAKA,1180.0
150,Karnataka,KOLAR,1997,Whole Year ,Garlic,12.0,14.0,SOUTH INTERIOR KARNATAKA,1180.0
151,Karnataka,KOLAR,1997,Whole Year ,Sugarcane,3183.0,290290.0,SOUTH INTERIOR KARNATAKA,1180.0
152,Karnataka,KOLAR,1997,Whole Year ,Turmeric,4.0,22.0,SOUTH INTERIOR KARNATAKA,1180.0
153,Karnataka,MANDYA,1997,Kharif     ,Arhar/Tur,1806.0,422.0,SOUTH INTERIOR KARNATAKA,1180.0
154,Karnataka,MANDYA,1997,Kharif     ,Dry chillies,288.0,150.0,SOUTH INTERIOR KARNATAKA,1180.0
155,Karnataka,MANDYA,1997,Kharif     ,Groundnut,7230.0,4372.0,SOUTH INTERIOR KARNATAKA,1180.0
156,Karnataka,MANDYA,1997,Kharif     ,Horse-gram,19371.0,11851.0,SOUTH INTERIOR KARNATAKA,1180.0
157,Karnataka,MANDYA,1997,Kharif     ,Jowar,3968.0,6001.0,SOUTH INTERIOR KARNATAKA,1180.0
158,Karnataka,MANDYA,1997,Kharif     ,Maize,102.0,251.0,SOUTH INTERIOR KARNATAKA,1180.0
159,Karnataka,MANDYA,1997,Kharif     ,Paddy,57997.0,226249.0,SOUTH INTERIOR KARNATAKA,1180.0
160,Karnataka,MANDYA,1997,Kharif     ,Ragi,78428.0,137349.0,SOUTH INTERIOR KARNATAKA,1180.0
161,Karnataka,MANDYA,1997,Kharif     ,Rice,57997.0,150905.0,SOUTH INTERIOR KARNATAKA,1180.0
162,Karnataka,MANDYA,1997,Rabi       ,Dry chillies,140.0,242.0,SOUTH INTERIOR KARNATAKA,1180.0
163,Karnataka,MANDYA,1997,Rabi       ,Groundnut,118.0,108.0,SOUTH INTERIOR KARNATAKA,1180.0
164,Karnataka,MANDYA,1997,Rabi       ,Horse-gram,13029.0,6214.0,SOUTH INTERIOR KARNATAKA,1180.0
165,Karnataka,MANDYA,1997,Rabi       ,Paddy,1619.0,5249.0,SOUTH INTERIOR KARNATAKA,1180.0
166,Karnataka,MANDYA,1997,Rabi       ,Ragi,2953.0,4006.0,SOUTH INTERIOR KARNATAKA,1180.0
167,Karnataka,MANDYA,1997,Rabi       ,Rice,1619.0,3502.0,SOUTH INTERIOR KARNATAKA,1180.0
168,Karnataka,MANDYA,1997,Summer     ,Paddy,25359.0,126767.0,SOUTH INTERIOR KARNATAKA,1180.0
169,Karnataka,MANDYA,1997,Summer     ,Ragi,3386.0,7000.0,SOUTH INTERIOR KARNATAKA,1180.0
170,Karnataka,MANDYA,1997,Summer     ,Rice,25359.0,84560.0,SOUTH INTERIOR KARNATAKA,1180.0
171,Karnataka,MANDYA,1997,Whole Year ,Arecanut,630.0,881.0,SOUTH INTERIOR KARNATAKA,1180.0
172,Karnataka,MANDYA,1997,Whole Year ,Sugarcane,26846.0,2958429.0,SOUTH INTERIOR KARNATAKA,1180.0
173,Karnataka,MANDYA,1997,Whole Year ,Turmeric,72.0,453.0,SOUTH INTERIOR KARNATAKA,1180.0
174,Karnataka,MYSORE,1997,Kharif     ,Arhar/Tur,7509.0,1812.0,SOUTH INTERIOR KARNATAKA,1180.0
175,Karnataka,MYSORE,1997,Kharif     ,Bajra,365.0,161.0,SOUTH INTERIOR KARNATAKA,1180.0
176,Karnataka,MYSORE,1997,Kharif     ,Black pepper,12.0,3.0,SOUTH INTERIOR KARNATAKA,1180.0
177,Karnataka,MYSORE,1997,Kharif     ,Dry chillies,3097.0,768.0,SOUTH INTERIOR KARNATAKA,1180.0
178,Karnataka,MYSORE,1997,Kharif     ,Dry ginger,62.0,80.0,SOUTH INTERIOR KARNATAKA,1180.0
179,Karnataka,MYSORE,1997,Kharif     ,Groundnut,36156.0,36705.0,SOUTH INTERIOR KARNATAKA,1180.0
180,Karnataka,MYSORE,1997,Kharif     ,Horse-gram,22413.0,11115.0,SOUTH INTERIOR KARNATAKA,1180.0
181,Karnataka,MYSORE,1997,Kharif     ,Jowar,39698.0,35995.0,SOUTH INTERIOR KARNATAKA,1180.0
182,Karnataka,MYSORE,1997,Kharif     ,Maize,20029.0,65080.0,SOUTH INTERIOR KARNATAKA,1180.0
183,Karnataka,MYSORE,1997,Kharif     ,Paddy,105069.0,459876.0,SOUTH INTERIOR KARNATAKA,1180.0
184,Karnataka,MYSORE,1997,Kharif     ,Ragi,90302.0,133034.0,SOUTH INTERIOR KARNATAKA,1180.0
185,Karnataka,MYSORE,1997,Kharif     ,Rice,105069.0,306717.0,SOUTH INTERIOR KARNATAKA,1180.0
186,Karnataka,MYSORE,1997,Rabi       ,Dry chillies,207.0,272.0,SOUTH INTERIOR KARNATAKA,1180.0
187,Karnataka,MYSORE,1997,Rabi       ,Groundnut,1466.0,2153.0,SOUTH INTERIOR KARNATAKA,1180.0
188,Karnataka,MYSORE,1997,Rabi       ,Horse-gram,36782.0,13069.0,SOUTH INTERIOR KARNATAKA,1180.0
189,Karnataka,MYSORE,1997,Rabi       ,Jowar,1026.0,462.0,SOUTH INTERIOR KARNATAKA,1180.0
190,Karnataka,MYSORE,1997,Rabi       ,Maize,1338.0,2712.0,SOUTH INTERIOR KARNATAKA,1180.0
191,Karnataka,MYSORE,1997,Rabi       ,Paddy,817.0,2649.0,SOUTH INTERIOR KARNATAKA,1180.0
192,Karnataka,MYSORE,1997,Rabi       ,Ragi,6089.0,7875.0,SOUTH INTERIOR KARNATAKA,1180.0
193,Karnataka,MYSORE,1997,Rabi       ,Rice,817.0,1767.0,SOUTH INTERIOR KARNATAKA,1180.0
194,Karnataka,MYSORE,1997,Rabi       ,Wheat,4.0,4.0,SOUTH INTERIOR KARNATAKA,1180.0
195,Karnataka,MYSORE,1997,Summer     ,Jowar,490.0,1208.0,SOUTH INTERIOR KARNATAKA,1180.0
196,Karnataka,MYSORE,1997,Summer     ,Maize,945.0,2045.0,SOUTH INTERIOR KARNATAKA,1180.0
197,Karnataka,MYSORE,1997,Summer     ,Paddy,20560.0,85453.0,SOUTH INTERIOR KARNATAKA,1180.0
198,Karnataka,MYSORE,1997,Summer     ,Ragi,4857.0,8407.0,SOUTH INTERIOR KARNATAKA,1180.0
199,Karnataka,MYSORE,1997,Summer     ,Rice,20560.0,56994.0,SOUTH INTERIOR KARNATAKA,1180.0
200,Karnataka,MYSORE,1997,Whole Year ,Arecanut,600.0,426.0,SOUTH INTERIOR KARNATAKA,1180.0
201,Karnataka,MYSORE,1997,Whole Year ,Cardamom,16.0,1.0,SOUTH INTERIOR KARNATAKA,1180.0
202,Karnataka,MYSORE,1997,Whole Year ,Coriander,870.0,86.0,SOUTH INTERIOR KARNATAKA,1180.0
203,Karnataka,MYSORE,1997,Whole Year ,Garlic,98.0,201.0,SOUTH INTERIOR KARNATAKA,1180.0
204,Karnataka,MYSORE,1997,Whole Year ,Sugarcane,19349.0,2058734.0,SOUTH INTERIOR KARNATAKA,1180.0
205,Karnataka,MYSORE,1997,Whole Year ,Turmeric,2316.0,15147.0,SOUTH INTERIOR KARNATAKA,1180.0
206,Karnataka,SHIMOGA,1997,Kharif     ,Arhar/Tur,1951.0,456.0,SOUTH INTERIOR KARNATAKA,1180.0
207,Karnataka,SHIMOGA,1997,Kharif     ,Black pepper,668.0,189.0,SOUTH INTERIOR KARNATAKA,1180.0
208,Karnataka,SHIMOGA,1997,Kharif     ,Dry chillies,6644.0,3933.0,SOUTH INTERIOR KARNATAKA,1180.0
209,Karnataka,SHIMOGA,1997,Kharif     ,Dry ginger,1300.0,1840.0,SOUTH INTERIOR KARNATAKA,1180.0
210,Karnataka,SHIMOGA,1997,Kharif     ,Groundnut,6407.0,7075.0,SOUTH INTERIOR KARNATAKA,1180.0
211,Karnataka,SHIMOGA,1997,Kharif     ,Horse-gram,3254.0,1459.0,SOUTH INTERIOR KARNATAKA,1180.0
212,Karnataka,SHIMOGA,1997,Kharif     ,Jowar,10451.0,18271.0,SOUTH INTERIOR KARNATAKA,1180.0
213,Karnataka,SHIMOGA,1997,Kharif     ,Maize,55694.0,131489.0,SOUTH INTERIOR KARNATAKA,1180.0
214,Karnataka,SHIMOGA,1997,Kharif     ,Paddy,162939.0,555483.0,SOUTH INTERIOR KARNATAKA,1180.0
215,Karnataka,SHIMOGA,1997,Kharif     ,Ragi,20950.0,19094.0,SOUTH INTERIOR KARNATAKA,1180.0
